timestamp_iso,unix_ts,cpu_pct,mem_mb,pids,db_mem_mb
2026-06-11T19:10:54.756695,1781226654.757,0.160,51.530,12,0.000
2026-06-11T19:11:01.298109,1781226661.298,0.160,53.220,12,0.000
2026-06-11T19:11:07.342660,1781226667.343,0.360,56.460,12,0.000
2026-06-11T19:11:13.443940,1781226673.444,0.240,58.590,12,0.000
2026-06-11T19:11:20.264210,1781226680.264,0.230,59.950,12,0.000
2026-06-11T19:11:26.301103,1781226686.301,2.160,438.200,12,0.000
2026-06-11T19:11:32.344673,1781226692.345,30.610,411.700,12,0.000
2026-06-11T19:11:38.403621,1781226698.404,2.530,413.300,12,0.000
2026-06-11T19:11:44.462957,1781226704.463,1.360,417.100,12,0.000
2026-06-11T19:11:51.245423,1781226711.245,1.550,421.600,12,0.000
2026-06-11T19:11:57.304384,1781226717.304,7.850,424.200,12,0.000
2026-06-11T19:12:03.369727,1781226723.370,23.350,872.000,12,0.000
2026-06-11T19:12:10.212950,1781226730.213,35.260,886.000,12,0.000
2026-06-11T19:12:16.273036,1781226736.273,0.060,211.000,12,0.000
2026-06-11T19:12:22.505768,1781226742.506,10.840,141.600,12,0.000
2026-06-11T19:12:28.558188,1781226748.558,4.840,148.100,12,0.000
2026-06-11T19:12:34.630611,1781226754.631,0.560,151.300,12,0.000
2026-06-11T19:12:41.481763,1781226761.482,0.360,154.300,12,0.000
2026-06-11T19:12:47.527853,1781226767.528,0.260,156.200,12,0.000
2026-06-11T19:12:53.593380,1781226773.593,0.210,157.900,12,0.000
2026-06-11T19:13:00.674875,1781226780.675,0.200,162.400,12,0.000
2026-06-11T19:13:06.715599,1781226786.716,0.220,164.000,12,0.000
2026-06-11T19:13:12.794281,1781226792.794,0.180,165.400,12,0.000
2026-06-11T19:13:18.840040,1781226798.840,0.220,166.600,12,0.000
2026-06-11T19:13:24.901759,1781226804.902,0.150,167.600,12,0.000
2026-06-11T19:13:31.471533,1781226811.472,6.590,310.200,12,0.000
2026-06-11T19:13:37.584040,1781226817.584,0.840,311.300,12,0.000
2026-06-11T19:13:43.626685,1781226823.627,0.940,311.600,12,0.000
2026-06-11T19:13:50.242065,1781226830.242,66.200,391.200,12,0.000
2026-06-11T19:13:56.277929,1781226836.278,54.420,440.000,12,0.000
2026-06-11T19:14:02.384488,1781226842.384,26.470,476.800,12,0.000
2026-06-11T19:14:08.420739,1781226848.421,32.870,512.100,12,0.000
2026-06-11T19:14:14.453395,1781226854.453,6.490,619.300,12,0.000
2026-06-11T19:14:21.322919,1781226861.323,23.020,320.400,12,0.000
2026-06-11T19:14:27.364207,1781226867.364,2.020,508.700,12,0.000
2026-06-11T19:14:33.413743,1781226873.414,1.970,408.800,12,0.000
2026-06-11T19:14:40.282182,1781226880.282,1.730,314.900,12,0.000
2026-06-11T19:14:46.329231,1781226886.329,2.260,431.300,12,0.000
2026-06-11T19:14:52.424946,1781226892.425,2.770,534.600,12,0.000
2026-06-11T19:14:58.466313,1781226898.466,137.460,698.900,12,0.000
2026-06-11T19:15:04.510086,1781226904.510,138.810,1039.360,12,0.000
2026-06-11T19:15:11.269608,1781226911.270,129.440,1053.696,12,0.000
2026-06-11T19:15:17.323952,1781226917.324,191.990,545.600,12,0.000
2026-06-11T19:15:23.361617,1781226923.362,120.260,838.900,12,0.000
2026-06-11T19:15:30.248464,1781226930.248,163.950,1442.816,12,0.000
2026-06-11T19:15:36.289481,1781226936.289,137.130,1201.152,12,0.000
2026-06-11T19:15:42.331722,1781226942.332,125.120,1419.264,12,0.000
2026-06-11T19:15:48.380950,1781226948.381,156.570,723.500,12,0.000
2026-06-11T19:15:54.428028,1781226954.428,142.720,1479.680,12,0.000
2026-06-11T19:16:01.331048,1781226961.331,124.090,1732.608,12,0.000
2026-06-11T19:16:07.379826,1781226967.380,132.430,1539.072,12,0.000
2026-06-11T19:16:13.418718,1781226973.419,179.650,1461.248,12,0.000
2026-06-11T19:16:20.262986,1781226980.263,169.250,1305.600,12,0.000
2026-06-11T19:16:26.305637,1781226986.306,175.750,1183.744,12,0.000
2026-06-11T19:16:32.385502,1781226992.386,52.890,1293.312,12,0.000
2026-06-11T19:16:38.439361,1781226998.439,203.970,2135.040,12,0.000
2026-06-11T19:16:44.478693,1781227004.479,88.280,1812.480,12,0.000
2026-06-11T19:16:51.272805,1781227011.273,148.110,1836.032,12,0.000
2026-06-11T19:16:57.319763,1781227017.320,173.990,1533.952,12,0.000
2026-06-11T19:17:03.367541,1781227023.368,147.380,2183.168,12,0.000
2026-06-11T19:17:10.280749,1781227030.281,189.610,1391.616,12,0.000
2026-06-11T19:17:16.322852,1781227036.323,191.350,1255.424,12,0.000
2026-06-11T19:17:22.366267,1781227042.366,118.730,1938.432,12,0.000
2026-06-11T19:17:28.406279,1781227048.406,185.080,1517.568,12,0.000
2026-06-11T19:17:34.446867,1781227054.447,208.150,1001.000,12,0.000
2026-06-11T19:17:41.304004,1781227061.304,198.870,985.000,12,0.000
2026-06-11T19:17:47.348019,1781227067.348,142.490,2034.688,12,0.000
2026-06-11T19:17:53.396507,1781227073.397,204.030,1512.448,12,0.000
2026-06-11T19:18:00.281957,1781227080.282,201.010,1435.648,12,0.000
2026-06-11T19:18:06.327603,1781227086.328,135.470,2186.240,12,0.000
2026-06-11T19:18:12.366120,1781227092.366,40.910,830.500,12,0.000
2026-06-11T19:18:18.413971,1781227098.414,39.070,851.900,12,0.000
2026-06-11T19:18:24.461861,1781227104.462,44.180,888.900,12,0.000
2026-06-11T19:18:31.336948,1781227111.337,74.640,966.300,12,0.000
2026-06-11T19:18:37.364749,1781227117.365,66.970,992.400,12,0.000
2026-06-11T19:18:43.403532,1781227123.404,63.260,1009.000,12,0.000
2026-06-11T19:18:50.322715,1781227130.323,63.800,1028.096,12,0.000
2026-06-11T19:18:56.357754,1781227136.358,65.830,1043.456,12,0.000
