timestamp_iso,unix_ts,cpu_pct,mem_mb,pids,db_mem_mb
2026-06-09T14:13:40.937242,1781036020.937,0.220,83.500,12,0.000
2026-06-09T14:13:47.007938,1781036027.008,0.280,83.910,12,0.000
2026-06-09T14:13:53.823205,1781036033.823,0.200,84.260,14,0.000
2026-06-09T14:13:59.856454,1781036039.856,14.620,127.100,14,0.000
2026-06-09T14:14:05.891930,1781036045.892,20.160,210.700,14,0.000
2026-06-09T14:14:11.929964,1781036051.930,30.190,296.300,14,0.000
2026-06-09T14:14:17.983435,1781036057.983,27.860,291.600,13,0.000
2026-06-09T14:14:24.756728,1781036064.757,82.850,352.200,13,0.000
2026-06-09T14:14:30.805559,1781036070.806,82.950,358.600,13,0.000
2026-06-09T14:14:36.850454,1781036076.850,82.630,363.000,13,0.000
2026-06-09T14:14:43.889673,1781036083.890,82.510,369.700,16,0.000
2026-06-09T14:14:49.934135,1781036089.934,96.640,375.500,16,0.000
2026-06-09T14:14:55.973531,1781036095.974,83.360,380.700,16,0.000
2026-06-09T14:15:02.013426,1781036102.013,82.780,385.700,16,0.000
2026-06-09T14:15:08.050502,1781036108.051,83.150,391.200,16,0.000
2026-06-09T14:15:14.880388,1781036114.880,97.300,395.500,15,0.000
2026-06-09T14:15:20.924583,1781036120.925,83.620,401.400,15,0.000
2026-06-09T14:15:26.967464,1781036126.967,82.830,405.600,15,0.000
2026-06-09T14:15:33.774261,1781036133.774,82.850,410.200,15,0.000
2026-06-09T14:15:39.820723,1781036139.821,22.640,414.700,15,0.000
2026-06-09T14:15:45.867360,1781036145.867,95.680,529.400,7,0.000
2026-06-09T14:15:51.907577,1781036151.908,96.210,528.900,7,0.000
2026-06-09T14:15:57.943869,1781036157.944,95.740,529.500,7,0.000
2026-06-09T14:16:04.801157,1781036164.801,96.320,528.700,7,0.000
2026-06-09T14:16:10.850104,1781036170.850,96.180,528.900,7,0.000
2026-06-09T14:16:16.891988,1781036176.892,95.680,529.000,9,0.000
2026-06-09T14:16:23.815693,1781036183.816,96.460,529.000,9,0.000
2026-06-09T14:16:29.852594,1781036189.853,96.280,528.900,9,0.000
2026-06-09T14:16:35.892039,1781036195.892,168.220,692.000,18,0.000
2026-06-09T14:16:41.927547,1781036201.928,96.410,689.500,18,0.000
2026-06-09T14:16:47.971620,1781036207.972,96.430,689.000,18,0.000
2026-06-09T14:16:54.801255,1781036214.801,95.710,689.100,18,0.000
2026-06-09T14:17:00.832780,1781036220.833,95.960,688.900,18,0.000
2026-06-09T14:17:06.871835,1781036226.872,96.210,688.800,18,0.000
2026-06-09T14:17:13.802808,1781036233.803,96.710,618.900,7,0.000
2026-06-09T14:17:19.845409,1781036239.845,96.460,619.100,7,0.000
2026-06-09T14:17:25.881362,1781036245.881,96.160,619.300,7,0.000
2026-06-09T14:17:31.927378,1781036251.927,96.620,618.900,7,0.000
2026-06-09T14:17:37.972023,1781036257.972,129.460,693.100,12,0.000
2026-06-09T14:17:44.838237,1781036264.838,96.390,641.000,12,0.000
2026-06-09T14:17:50.885492,1781036270.885,111.800,612.900,8,0.000
2026-06-09T14:17:56.926826,1781036276.927,96.310,613.000,8,0.000
2026-06-09T14:18:02.977136,1781036282.977,116.220,613.500,8,0.000
2026-06-09T14:18:09.019161,1781036289.019,106.750,625.400,9,0.000
2026-06-09T14:18:15.979382,1781036295.979,96.810,626.800,9,0.000
2026-06-09T14:18:22.022862,1781036302.023,96.780,626.500,9,0.000
2026-06-09T14:18:28.063273,1781036308.063,96.290,627.400,9,0.000
2026-06-09T14:18:34.862786,1781036314.863,96.400,626.600,9,0.000
2026-06-09T14:18:40.906828,1781036320.907,96.350,626.700,9,0.000
2026-06-09T14:18:46.951389,1781036326.951,96.400,626.700,9,0.000
2026-06-09T14:18:53.848394,1781036333.848,96.770,626.700,9,0.000
2026-06-09T14:18:59.888398,1781036339.888,96.440,626.700,9,0.000
2026-06-09T14:19:05.929413,1781036345.929,96.710,626.800,9,0.000
2026-06-09T14:19:11.972381,1781036351.972,95.360,626.600,7,0.000
2026-06-09T14:19:18.010921,1781036358.011,96.770,626.700,7,0.000
2026-06-09T14:19:24.881623,1781036364.882,96.390,627.300,7,0.000
2026-06-09T14:19:30.919387,1781036370.919,96.870,626.900,7,0.000
2026-06-09T14:19:36.965623,1781036376.966,97.000,626.700,7,0.000
2026-06-09T14:19:43.860712,1781036383.861,96.680,627.000,9,0.000
2026-06-09T14:19:49.904838,1781036389.905,96.810,627.500,9,0.000
2026-06-09T14:19:55.951436,1781036395.951,96.760,626.900,9,0.000
2026-06-09T14:20:01.995439,1781036401.995,97.740,628.000,9,0.000
2026-06-09T14:20:08.030627,1781036408.031,97.210,624.700,7,0.000
2026-06-09T14:20:14.886502,1781036414.887,94.980,624.200,7,0.000
2026-06-09T14:20:20.928574,1781036420.929,96.740,624.300,7,0.000
