timestamp_iso,unix_ts,cpu_pct,mem_mb,pids,db_mem_mb
2026-06-09T14:06:08.564746,1781035568.565,0.220,78.650,8,0.000
2026-06-09T14:06:14.670562,1781035574.671,0.230,83.410,12,0.000
2026-06-09T14:06:20.729777,1781035580.730,3.950,86.900,12,0.000
2026-06-09T14:06:26.770099,1781035586.770,62.330,139.800,12,0.000
2026-06-09T14:06:33.607576,1781035593.608,84.910,146.100,12,0.000
2026-06-09T14:06:39.649510,1781035599.650,85.290,151.200,12,0.000
2026-06-09T14:06:45.692768,1781035605.693,87.580,185.200,13,0.000
2026-06-09T14:06:51.735019,1781035611.735,84.280,188.600,13,0.000
2026-06-09T14:06:57.771944,1781035617.772,87.030,188.900,13,0.000
2026-06-09T14:07:04.687066,1781035624.687,86.320,188.800,13,0.000
2026-06-09T14:07:10.713797,1781035630.714,83.500,188.300,13,0.000
2026-06-09T14:07:16.748169,1781035636.748,88.210,188.700,7,0.000
2026-06-09T14:07:23.587941,1781035643.588,89.480,188.300,7,0.000
2026-06-09T14:07:29.623773,1781035649.624,88.900,188.100,7,0.000
2026-06-09T14:07:35.675372,1781035655.675,87.140,188.900,7,0.000
2026-06-09T14:07:41.718947,1781035661.719,84.310,187.700,7,0.000
2026-06-09T14:07:47.760055,1781035667.760,87.040,188.400,9,0.000
2026-06-09T14:07:54.599545,1781035674.600,85.390,188.600,9,0.000
2026-06-09T14:08:00.636462,1781035680.636,87.850,188.500,9,0.000
2026-06-09T14:08:06.672471,1781035686.672,87.300,195.900,12,0.000
2026-06-09T14:08:13.586785,1781035693.587,87.740,195.800,12,0.000
2026-06-09T14:08:19.628343,1781035699.628,89.070,194.700,12,0.000
2026-06-09T14:08:25.672196,1781035705.672,87.120,216.400,14,0.000
2026-06-09T14:08:31.712578,1781035711.713,84.940,216.000,14,0.000
2026-06-09T14:08:37.755684,1781035717.756,87.430,215.600,14,0.000
2026-06-09T14:08:44.683815,1781035724.684,85.970,216.000,14,0.000
2026-06-09T14:08:50.722794,1781035730.723,84.520,216.100,14,0.000
2026-06-09T14:08:56.766362,1781035736.766,88.470,206.900,7,0.000
2026-06-09T14:09:03.701620,1781035743.702,88.600,207.000,7,0.000
2026-06-09T14:09:09.742740,1781035749.743,86.380,207.800,7,0.000
2026-06-09T14:09:15.777277,1781035755.777,87.910,213.900,12,0.000
2026-06-09T14:09:21.817040,1781035761.817,87.140,214.200,12,0.000
2026-06-09T14:09:27.849487,1781035767.849,87.390,214.600,12,0.000
2026-06-09T14:09:34.703981,1781035774.704,0.210,187.400,6,0.000
2026-06-09T14:09:40.757774,1781035780.758,0.260,187.300,6,0.000
2026-06-09T14:09:46.814380,1781035786.814,0.230,187.500,6,0.000
2026-06-09T14:09:53.705990,1781035793.706,0.270,187.500,6,0.000
2026-06-09T14:09:59.765574,1781035799.766,0.200,187.500,6,0.000
2026-06-09T14:10:05.836704,1781035805.837,0.180,187.500,6,0.000
2026-06-09T14:10:11.888268,1781035811.888,0.180,187.500,6,0.000
2026-06-09T14:10:17.960176,1781035817.960,0.360,189.500,8,0.000
2026-06-09T14:10:24.730692,1781035824.731,0.240,189.800,8,0.000
2026-06-09T14:10:30.790218,1781035830.790,0.220,189.800,8,0.000
2026-06-09T14:10:36.854245,1781035836.854,0.250,191.100,8,0.000
2026-06-09T14:10:43.865597,1781035843.866,0.270,187.700,6,0.000
2026-06-09T14:10:49.934409,1781035849.934,0.230,187.700,6,0.000
2026-06-09T14:10:55.995149,1781035855.995,0.250,189.300,6,0.000
2026-06-09T14:11:02.067555,1781035862.068,0.140,189.300,6,0.000
2026-06-09T14:11:08.114465,1781035868.114,0.220,189.400,6,0.000
2026-06-09T14:11:14.764968,1781035874.765,0.230,189.700,8,0.000
2026-06-09T14:11:20.841160,1781035880.841,0.200,190.000,8,0.000
2026-06-09T14:11:26.900592,1781035886.901,0.220,189.700,8,0.000
2026-06-09T14:11:33.742614,1781035893.743,0.230,189.700,8,0.000
2026-06-09T14:11:39.808265,1781035899.808,0.240,189.700,8,0.000
2026-06-09T14:11:45.876894,1781035905.877,0.270,189.500,6,0.000
2026-06-09T14:11:51.941651,1781035911.942,0.240,189.500,6,0.000
2026-06-09T14:11:57.998815,1781035917.999,0.170,189.500,6,0.000
2026-06-09T14:12:04.780638,1781035924.781,0.300,189.500,6,0.000
2026-06-09T14:12:10.829804,1781035930.830,0.160,189.500,6,0.000
2026-06-09T14:12:16.874435,1781035936.874,0.220,189.800,8,0.000
2026-06-09T14:12:23.806044,1781035943.806,0.280,189.700,8,0.000
2026-06-09T14:12:29.868932,1781035949.869,0.300,189.700,8,0.000
2026-06-09T14:12:35.925097,1781035955.925,0.290,189.700,8,0.000
2026-06-09T14:12:41.979990,1781035961.980,0.190,189.700,8,0.000
