timestamp_iso,unix_ts,cpu_pct,mem_mb,pids,db_mem_mb
2026-06-09T17:51:10.063660,1781049070.064,0.320,38.000,12,0.000
2026-06-09T17:51:16.105424,1781049076.105,72.590,124.800,12,0.000
2026-06-09T17:51:23.104201,1781049083.104,0.040,149.300,12,0.000
2026-06-09T17:51:29.143839,1781049089.144,74.030,191.000,12,0.000
2026-06-09T17:51:35.194204,1781049095.194,74.940,282.700,12,0.000
2026-06-09T17:51:41.239069,1781049101.239,62.940,285.500,12,0.000
2026-06-09T17:51:47.287111,1781049107.287,57.050,288.500,12,0.000
2026-06-09T17:51:54.098152,1781049114.098,60.520,290.300,12,0.000
2026-06-09T17:52:00.140554,1781049120.141,60.670,291.400,12,0.000
2026-06-09T17:52:06.183989,1781049126.184,53.400,292.400,12,0.000
2026-06-09T17:52:13.099207,1781049133.099,57.330,272.400,12,0.000
2026-06-09T17:52:19.154314,1781049139.154,58.120,187.000,12,0.000
2026-06-09T17:52:25.205809,1781049145.206,63.220,153.100,12,0.000
2026-06-09T17:52:31.248533,1781049151.249,58.610,151.800,12,0.000
2026-06-09T17:52:37.290845,1781049157.291,52.470,153.300,12,0.000
2026-06-09T17:52:44.222542,1781049164.223,67.010,155.100,12,0.000
2026-06-09T17:52:50.251514,1781049170.252,74.510,157.100,12,0.000
2026-06-09T17:52:56.295485,1781049176.295,72.800,157.700,12,0.000
2026-06-09T17:53:03.092743,1781049183.093,59.400,162.800,12,0.000
2026-06-09T17:53:09.136032,1781049189.136,72.250,165.600,12,0.000
2026-06-09T17:53:15.174868,1781049195.175,72.280,171.100,12,0.000
2026-06-09T17:53:21.214414,1781049201.214,76.940,173.100,12,0.000
2026-06-09T17:53:27.252124,1781049207.252,78.600,169.900,12,0.000
2026-06-09T17:53:34.089297,1781049214.089,66.430,172.400,12,0.000
2026-06-09T17:53:40.131876,1781049220.132,68.490,173.700,12,0.000
2026-06-09T17:53:46.179085,1781049226.179,75.120,177.300,12,0.000
2026-06-09T17:53:52.221914,1781049232.222,85.800,182.500,12,0.000
2026-06-09T17:53:58.258812,1781049238.259,75.430,187.000,12,0.000
2026-06-09T17:54:05.096218,1781049245.096,81.940,186.200,12,0.000
2026-06-09T17:54:11.135416,1781049251.135,73.700,187.000,12,0.000
2026-06-09T17:54:17.178596,1781049257.179,77.490,188.000,12,0.000
2026-06-09T17:54:24.116938,1781049264.117,72.190,191.000,12,0.000
2026-06-09T17:54:30.157241,1781049270.157,74.900,193.800,12,0.000
2026-06-09T17:54:36.199132,1781049276.199,84.070,194.800,12,0.000
2026-06-09T17:54:43.107176,1781049283.107,86.260,194.800,12,0.000
2026-06-09T17:54:49.151163,1781049289.151,74.960,198.100,12,0.000
2026-06-09T17:54:55.210996,1781049295.211,0.050,216.800,12,0.000
2026-06-09T17:55:01.269435,1781049301.269,7.250,121.200,12,0.000
2026-06-09T17:55:07.348807,1781049307.349,0.040,125.500,12,0.000
2026-06-09T17:55:14.158838,1781049314.159,0.030,125.500,12,0.000
2026-06-09T17:55:20.224586,1781049320.225,0.040,125.500,12,0.000
2026-06-09T17:55:26.282692,1781049326.283,0.050,125.500,12,0.000
2026-06-09T17:55:33.158079,1781049333.158,0.050,125.500,12,0.000
2026-06-09T17:55:39.223034,1781049339.223,0.040,125.500,12,0.000
2026-06-09T17:55:45.283892,1781049345.284,0.090,125.500,12,0.000
2026-06-09T17:55:51.351865,1781049351.352,0.040,125.500,12,0.000
2026-06-09T17:55:57.408433,1781049357.408,0.030,125.500,12,0.000
2026-06-09T17:56:04.163460,1781049364.163,0.040,125.500,12,0.000
2026-06-09T17:56:10.235658,1781049370.236,0.060,125.500,12,0.000
2026-06-09T17:56:16.312492,1781049376.312,0.050,125.500,12,0.000
2026-06-09T17:56:23.167275,1781049383.167,0.040,125.500,12,0.000
2026-06-09T17:56:29.239366,1781049389.239,0.030,125.500,12,0.000
2026-06-09T17:56:35.318367,1781049395.318,0.040,125.500,12,0.000
2026-06-09T17:56:41.389537,1781049401.390,0.020,125.500,12,0.000
2026-06-09T17:56:47.457181,1781049407.457,0.030,125.500,12,0.000
2026-06-09T17:56:54.188528,1781049414.189,0.060,125.500,12,0.000
2026-06-09T17:57:00.257496,1781049420.257,0.040,125.500,12,0.000
2026-06-09T17:57:06.327391,1781049426.327,0.040,125.500,12,0.000
2026-06-09T17:57:13.217145,1781049433.217,0.050,125.500,12,0.000
2026-06-09T17:57:19.288420,1781049439.288,0.050,125.500,12,0.000
2026-06-09T17:57:25.348491,1781049445.348,0.040,125.500,12,0.000
2026-06-09T17:57:31.401481,1781049451.401,0.020,125.500,12,0.000
2026-06-09T17:57:37.457069,1781049457.457,0.080,125.500,12,0.000
2026-06-09T17:57:44.212679,1781049464.213,0.020,125.500,12,0.000
2026-06-09T17:57:50.269331,1781049470.269,0.070,125.500,12,0.000
2026-06-09T17:57:56.341768,1781049476.342,0.050,125.500,12,0.000
2026-06-09T17:58:03.211941,1781049483.212,0.170,125.700,12,0.000
2026-06-09T17:58:09.263894,1781049489.264,0.040,119.600,12,0.000
2026-06-09T17:58:15.335325,1781049495.335,0.070,119.600,12,0.000
